2024,Delegada Gleide Ângelo,1289,DPPE,1925,ELGW,ELGW,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,RECIFE,"A presente emenda parlamentar tem por finalidade promover a realização de exames de DNA para a população do Estado de Pernambuco, por meio da DEFENSORIA PÚBLICAS DO ESTADO DE PERNAMBUCO.",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"100.000,00","99.840,00",-,-,-,-,-,-,,2611606,3
2024,Delegada Gleide Ângelo,1290,SECMULHER,3930,ELGX,ELGX,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARPINA,"A presente emenda tem por finalidade a realização de cursos de qualificação profissional para mulheres em situação de vulnerabilidade social por meio do INSTITUTO DA REDE ARTE EMPREENDEDORA CULTURAL DE CARPINA - IRAECC, CNPJ N 43.326.670/0001-05 com vistas a promoção da autonomia financeira para essas mulheres.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"70.000,00","70.000,00",-,-,-,-,-,"70.000,00",,2604007,3
2024,Delegada Gleide Ângelo,1291,SECMULHER,3930,ELGY,ELGY,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARPINA,"A presente emenda tem por finalidade aquisição de equipamentos para a realização de cursos de qualificação profissional para mulheres em situação de vulnerabilidade social por meio do INSTITUTO DA REDE ARTE EMPREENDEDORA CULTURAL DE CARPINA - IRAECC, CNPJ N 43.326.670/0001-05 com vistas a promoção da autonomia financeira para essas mulheres.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"30.000,00","30.000,00",-,-,-,-,-,"30.000,00",,2604007,3
2024,Delegada Gleide Ângelo,1293,SECMULHER,3930,ELH0,ELH0,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,BARREIROS,"A presente emenda tem por finalidade a aquisição de bens permanentes para implantação do PROJETO NOSSA COZINHA, NOSSA ESCOLA, a ser implantado pela FUNDAÇÃO MIGUEL MENDONÇA, CNPJ Nº 08.918.716/0001-84, com vistas a promoção de novas possibilidades econômicas para mulheres em situação de vulnerabilidade social.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2601409,3
2024,Delegada Gleide Ângelo,1294,SECMULHER,3930,ELH1,ELH1,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LAGOA DE ITAENGA,"A presente emenda tem por finalidade a realização de cursos de qualificação com vistas a implantação do PROJETO INOVAÇÃO E TECNOLOGIA PARA ELAS, a ser implantado pela ASSOCIAÇÃO CONEXAO SOCIAL, CNPJ N 07.599.362/0001-90, com vistas a promoção de novas possibilidades econômicas para mulhres em situação de vulnerabilidade social.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2608503,3
2024,Delegada Gleide Ângelo,1296,SECMULHER,3930,ELH3,ELH3,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,OLINDA,"A presente emenda tem por finalidade a realização de cursos de qualificação com vistas a implantação do PROJETO MULHERES DA ILHA, a ser implantado pelo CENTRO COMUNITÁRIO DAS CRIANÇAS DA ILHA DO MARUIM, CNPJ N 40.813.412/0001-65, com vistas a promoção de novas possibilidades econômicas para mulhres em situação de vulnerabilidade social.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2609600,3
2024,Delegada Gleide Ângelo,1297,FES-PE,4553,ELH4,ELH4,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,LIMOEIRO,A presente emenda visa custear aquisição de equipamentos para ampliar os os serviços de atendimento à população do HOSPITAL REGIONAL DE LIMOEIRO,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2608909,3
2024,Delegada Gleide Ângelo,1302,SECMULHER,3930,ELH9,ELH9,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LAGOA DO CARRO,"A presente emenda tem por finalidade a realização de cursos de qualificação profissional para para mulheres em situação de vulnerabilidade social do Município de Lagoa do Carro, por meio da CENTRO DE MULHERES URBANAS E RURAIS - CEMUR - CNPJ Nº 07.642.536/0001-50",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"30.000,00","30.000,00",-,-,-,-,-,"30.000,00",,2608453,3
2024,Delegada Gleide Ângelo,1306,FES-PE,4611,ELHD,ELHD,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda parlamentar tem como objeto custear despesas que promovam o fortalecimento da assistência clínica, ambulatorial e cirúrgica ao paciente proporcionando-lhe melhor resposta ao tratamento curativo, mantendo a qualidade de vida do paciente, sendo esses pessoas idosas oriundas de todas as Regiões Políticas Administrativas de Recife em processo de diagnóstico de doenças gastrohepáticas e suas comorbidades por meio do INSTITUTO DO FÍGADO DE PERNAMBUCO, CNPJ Nº 07.421.280/0001-50",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2611606,3
2024,Delegada Gleide Ângelo,1307,FES-PE,4611,ELHE,ELHE,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,A presente emenda tem por finalidade oferecer serviços de atendimento referente à saúde mental e saúde integrativa para pessoas em situação de vulnerabilidade social por meio do GESCLIP - Instituto Psicanalítico CNPJ Nº 30.689.682/0001-52.,SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"200.000,00",-,-,-,-,-,-,-,,2607901,3
2024,Delegada Gleide Ângelo,1310,FES-PE,4553,ELHH,ELHH,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,IGARASSU,"A presente emenda tem por finalidade a aquisiçao de AMBULÂNCIA para a PREFETURA MUNICIPAL DE IGARASSU, o município de Igarassu com vistas a melhorar o atendimento de urgência do município",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"340.000,00",-,-,-,-,-,-,-,,2606804,3
2024,Delegada Gleide Ângelo,1311,FES-PE,3126,ELHI,ELHI,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda tem por finalidade aquisição de material uso único (insumos gerais, hospitalares e medicamentos) para o HOSPITAL DO CÂNCER DE PERNAMBUCO, CNPJ nº 10.894.988/0001-33.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2611606,3
2024,Delegada Gleide Ângelo,1313,FES-PE,4611,ELHK,ELHK,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda parlamentar tem por finalidade o PROJETO ENXERGAR: restaurar a visão e a qualidade de vida das pessoas em situação de vulnerabilidade social por meio do INSTITUTO OFTALMOLÓGICO CARLOS CARVALHO - VERITA, CNPJ nº 07.621.798/0001-38.",SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"173.050,00","173.050,00",-,-,-,-,-,"173.050,00",,2611606,3
2024,Fabrízio Ferraz,1316,SEPLAG,4424,ELHN,ELHN,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,JATOBA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"600.000,00","600.000,00",-,-,-,-,-,-,,2608057,26
2024,Fabrízio Ferraz,1317,SEPLAG,4424,ELHO,ELHO,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,TACARATU,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2614808,26
2024,Delegada Gleide Ângelo,1319,SECMULHER,3930,ELHQ,ELHQ,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,NAZARE DA MATA,"A presente emenda tem por finalidade a realização de cursos de qualificação profissional para mulheres em situação de vulnerabilidade social por meio da ASSOCIAÇÃO DAS MULHERES DE NAZARÉ DA MATA , CNPJ N 12.813.226/0001-90, com vistas a promoção da autonomia financeira para essas mulheres.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"98.154,13",,2609501,3
2024,Abimael Santos,10001,FES-PE,3126,ELK5,ELK5,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"A presente Emenda no valor de R$ 100.000,00 (cem mil reais), para ser aplicada pelo Hospital Mestre Vitalino, município de Caruaru/PE, com CNPJ sob nº 10.583.920/0008-00, na aquisição de material de uso único (insumos gerais, insumos hospitalares e medicamentos), garantindo a oferta de procedimentos de média e alta complexidade ambulatorial e hospitalar, referencial de maior cobertura aos usuários do Sistema Único de Saúde - SUS.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2604106,38
2024,Abimael Santos,10003,IPA,3258,ELKG,ELKG,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RIACHO DAS ALMAS,"A presente Emenda no valor de R$ 50.000,00 (cinquenta mil reais), para ser aplicado na Associação dos Moradores e Produtores Rurais do Sitio Alto da Bandeir, município de Riacho das Almas. CNPJ sob o nº 00.761.907/0001-73, na aquisição de 02 (duas) Ensiladeiras.",AGRICULTURA,AQUISIÇÃO DE MAQUINÁRIO - AGRICULTURA,-,-,-,-,-,"50.000,00",-,-,-,-,-,-,-,,2611705,38
2024,Abimael Santos,10005,SECULT,3007,ELKM,ELKM,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SERRITA,"A presente Emenda no valor de R$ 30.000,00 (trinta mil reais), destina-se a aplicação pela Associação Rebanho Cultural, município de Serrita/PE, com CNPJ nº 28.258.109/0001-42, com a finalidade de desenvolver ações culturais na Missa do Vaqueiro à ser realizado no município de Serrita/PE.",CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,-,-,-,-,-,"30.000,00","30.000,00",-,-,-,-,-,-,,2614006,38
2024,Socorro Pimentel,10006,FES-PE,4553,ELKW,ELKW,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,PETROLINA,"Para aquisição de berços aquecidos para o Hospital Regional Dom Malan, com sede em Petrolina, administrado pela Organização Social de Saúde, Instituto Social das Medianeiras da Paz - ISMEP, inscrita no CNPJ sob o nº 10.739.225/0023-23.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"90.000,00","90.000,00",-,-,-,-,-,-,,2611101,45
2024,Socorro Pimentel,10007,FES-PE,4611,ELKX,ELKX,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A Emenda se destina ao custeio do Instituto de Medicina Integral Professor Fernando Figueira - IMIP, inscrito no CNPJ sob o nº 10.988.301/0001-29.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2611606,45
2024,Socorro Pimentel,10008,FES-PE,4553,ELKY,ELKY,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,OURICURI,"A Emenda tem como objetivo auxiliar na reforma do descanso médico do Hospital Regional Fernando Bezerra, com sede em Ouricuri, administrado pela Organização Social de Saúde, Instituto Social das Medianeira da Paz - ISMEP, inscrita no CNPJ sob o nº 10.739.225/0018-66.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2609907,45
2024,William Brígido,10009,FES-PE,4553,ELII,ELII,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,a presente emenda tem por finalidade a aquisição de equipamentos através da ONG MOVIMENTO COMUNITÁRIO - MC PROJETO SAÚDE PARA TODOS. CNPJ:19.796.243/0001-06,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"105.000,00","94.583,33",-,-,-,-,-,"94.583,33",,2607901,17
2024,William Brígido,10010,FES-PE,4553,ELIJ,ELIJ,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,a presente emenda tem por finalidade a aquisição de equipamentos através da ONG MOVIMENTO COMUNITÁRIO - MC PROJETO SAÚDE PARA TODOS. CNPJ:19.796.243/0001-06,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"170.000,00","160.000,00",-,-,-,-,-,"160.000,00",,2607901,17
2024,William Brígido,10011,FES-PE,4553,ELL6,ELL6,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,a presente emenda tem por finalidade a aquisição de equipamentos através da ONG MOVIMENTO COMUNITÁRIO - MC PROJETO SAÚDE PARA TODOS. CNPJ:19.796.243/0001-06,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"105.000,00","105.000,00",-,-,-,-,-,"105.000,00",,2607901,17
2024,Abimael Santos,10013,FES-PE,4553,ELKO,ELKO,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,GAMELEIRA,"A presente Emenda no valor de R$ 300.000,00 (trezentos mil reais), pra ser aplicado pelo Fundo Municipal de Saúde de Gameleira, CNPJ sob nº 11.334.929/0001-73, na reforma do Hospital de Pequeno Porte Argemira S R Barros, do município de Gameleira, referência em saúde, tendo como objetivo primordial a modernização visando prestar um melhor atendimento médico ambulatorial e cirúrgico aos usuários do Sistema Único de Saúde - SUS",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"300.000,00","294.000,00",-,-,-,-,-,"294.000,00",,2605905,38
2024,Edson Vieira,10014,SDS,333,ELJX,ELJX,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,PETROLINA,"Aquisição de veículo automotor de transporte coletivo, para transporte de tropa policial militar, destinado ao 2º Batalhão Integrado Especializado - BIESP.",SEGURANÇA PÚBLICA,AQUISIÇÃO VEÍCULOS - SEGURANÇA,-,-,-,-,-,"426.100,00",-,-,-,-,-,-,-,,2611101,I15
2024,Delegada Gleide Ângelo,10015,FES-PE,4611,ELKD,ELKD,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"A presente emenda se destina ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para UNIÃO BENEFICENTE DOS TRABALHADORES DO MORENO - UBTM, inscrita no CNPJ nº 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2609402,3
2024,Claudiano Martins Filho,10016,FES-PE,4553,ELJ5,ELJ5,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,MANARI,"A presente emenda destina-se ao município de Manarí para aquisição de ambulância, visando oferecer um melhor atendimento para a população da localidade.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"253.000,00","253.000,00",-,-,-,-,-,"253.000,00",,2609154,19
2024,Claudiano Martins Filho,10017,FES-PE,4553,ELJ7,ELJ7,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,LAGOA DO OURO,"A presente emenda destina-se ao município de Lagoa do Ouro para aquisição de ambulâncias, visando melhor atendimento a população.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"272.000,00","272.000,00",-,-,-,-,-,"272.000,00",,2608602,19
2024,Doriel Barros,10020,FES-PE,4611,ELIQ,ELIQ,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"A presente emenda se destina ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para União Beneficente dos Trabalhadores de Moreno - UBTM, inscrita no CNPJ n° 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2609402,12
2024,Abimael Santos,10021,FES-PE,4611,ELKK,ELKK,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"A presente Emenda no valor de R$ 350.000,00(trezentos e cinquenta mil reais), se destina ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para União Beneficente dos Trabalhadores do Moreno - UBTM, inscrita no CNPJ n. 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"350.000,00","350.000,00",-,-,-,-,-,"350.000,00",,2609402,38
2024,Adalto Santos,10022,FES-PE,4611,ELKF,ELKF,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"A Emenda se destina ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para União Beneficente dos Trabalhadores do Moreno - UBTM, inscrita no CNPJ n. 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,"200.000,00",,2609402,22
2024,William Brígido,10023,FES-PE,3126,ELIL,ELIL,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda visa auxiliar a manutenção das atividades do Hospital de Câncer de Pernambuco, CNPJ: 10.894.988/00001-33. Na aquisição de materiais de uso único (insumos gerais, insumos hospitalares e medicamentos) que vai incrementar no quantitativo de atendimento a pacientes com a celeridade necessária.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2611606,17
2024,Joel da Harpa,10025,FES-PE,4611,ELIM,ELIM,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,Emenda destinada para custear e para manter os procedimentos oftalmológicos para população através da ONG- MOVIMENTO COMUNITÁRIO -MC PROJETO SAÚDE PARA TODOS CNPJ 19.796.243/0001-06,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2607901,44
2024,Joel da Harpa,10026,FES-PE,4611,ELIN,ELIN,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,Emenda destinada para custear e para manter os procedimentos oftalmológicos para população através da ONG - MOVIMENTO COMUNITÁRIO - MC PROJETO SAÚDE PARA TODOS CNPJ 19.796.243/0001-06.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"400.000,00","400.000,00",-,-,-,-,-,-,,2607901,44
2024,Joel da Harpa,10027,FES-PE,4611,ELIO,ELIO,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,Emenda destinada para custear e para manter os procedimentos oftalmológicos para população através da ONG - MOVIMENTO COMUNITÁRIO - MC PROJETO SAÚDE PARA TODOS CNPJ 19.796.243/0001-06.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"400.000,00","400.000,00",-,-,-,-,-,"400.000,00",,2607901,44
2024,Rosa Amorim,10028,FES-PE,2393,ELJ4,ELJ4,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,CARUARU,"A emenda se destina para ampliação da oferta de procedimento de Média e Alta complexidade para o hospital FUSAM Hospital Geral de Caruaru Jesus Nazareno, CNES: 2351994",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","90.920,80",-,-,-,-,-,-,,2604106,41
2024,Rosa Amorim,10029,FES-PE,2393,ELJ6,ELJ6,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,CARUARU,A emenda se destina para ampliação da oferta de procedimento de Média e Alta complexidade para o hospital FUSAM Hospital Regional Dr. Waldemiro Ferreira CNES: 2427419,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2604106,41
2024,Joaquim Lira,10044,FES-PE,4611,ELIP,ELIP,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"A Emenda se destina ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para União Beneficente dos Trabalhadores do Moreno - UBTM, inscrita no CNPJ n. 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"150.000,00","150.000,00",-,-,-,-,-,"150.000,00",,2609402,28
2024,Joaquim Lira,10045,SEPLAG,4424,ELIU,ELIU,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,VENTUROSA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"250.000,00","250.000,00",-,-,-,-,-,-,,2616001,28
2024,Joaquim Lira,10047,SDAAPP,4145,ELJG,ELJG,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"Destinação pela Secretaria de Desenvolvimento Agrário de uma GRADE ARADORA para Associação dos produtores rurais de Japecanga intermunicipal São Caitano e Caruaru , inscrita no CNPJ nº. 00.869.850/0001-20, com o objetivo de fortalecimento da agricultura familiar.",AGRICULTURA,APOIO À AGRICULTURA FAMILIAR,-,-,-,-,-,"40.000,00",-,-,-,-,-,-,-,,2604106,28
2024,France Hacker,10048,FEM,4627,ELKE,ELKE,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BARREIROS,A presente Emenda Parlamentar tem como objetivo melhorar o trafego dos pedestres através da realização de pavimentação na via publica.,ADMINISTRAÇÃO,PAVIMENTAÇÃO/RECUPERAÇÃO RUAS,-,-,-,-,-,"170.000,00",-,-,-,-,-,-,-,,2601409,21
2024,Luciano Duque,10050,FUNDARPE,4178,ELIR,ELIR,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SERRA TALHADA,"Apoio ao Museu do Cangaço no desenvolvimento de trabalhos com foco na memória e fortalecimento da identidade cultural da região, com matriz inscrita no CNPJ 01.309.793/0001-98.",CULTURA,PRESERVAÇÃO DO PATRIMÔNIO CULTURAL,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,-,,2613909,15
2024,Joãozinho Tenório,10053,FES-PE,2396,ELKA,ELKA,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BEZERROS,A emenda visa garantir a execução de procedimentos de média e alta complexidade nas unidades de saúde no município de Bezerros.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"87.025,00","87.025,00",-,-,-,-,-,-,,2601904,47
2024,Joaquim Lira,10054,SEPLAG,4424,ELIY,ELIY,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,FLORES,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"150.000,00","150.000,00",-,-,-,-,-,-,,2605608,28
2024,Joaquim Lira,10055,SEPLAG,4424,ELJ0,ELJ0,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,ARAÇOIABA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"293.000,00","293.000,00",-,-,-,-,-,-,,2601052,28
2024,Diogo Moraes,10056,FES-PE,4553,ELKL,ELKL,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,JATAUBA,"Aporte financeiro para construção, reforma, ampliação e equipagem de unidade de saúde do município de Jataúba.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"240.000,00","240.000,00",-,-,-,-,-,"240.000,00",,2608008,40
2024,Diogo Moraes,10057,FES-PE,4553,ELKN,ELKN,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,SERTANIA,"Aporte financeiro para construção, reforma, ampliação e equipagem de unidade de saúde de Sertânia.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"250.000,00","250.000,00",-,-,-,-,-,-,,2614105,40
2024,Diogo Moraes,10058,FES-PE,4611,ELKP,ELKP,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,MORENO,"Emenda destinada ao custeio de procedimentos de média e alta complexidade pelo Hospital Armindo Moura, através de repasse de recursos para a União Beneficente do Moreno - UBTM, inscrita no CNPJ n. 11.683.042/0001-90.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2609402,40
